errorX,errorY,errorZ,estimatedX,estimatedY,estimatedZ,actualX,actualY,actualZ,PercenterrorX,PercenterrorY,PercenterrorZ,timediff
0.0003171446468583595,0.0003263348071710433,0.00011133011353336997,0.002915749486671385,-0.001806397126823009,-21.499715352353977,0.0032328941335297446,-0.0021327319339940524,-21.49982668246751,9.809929857248187,-15.301257601554408,-0.0005178186558320327,0.21889615058898926
0.00037765925380928937,0.001082274821834252,0.0006602559412023368,0.0029219608243584447,-0.0011055955776253096,-21.50049774550832,0.003299620078167734,-0.0021878703994595615,-21.499837489567117,11.445537512276324,-49.46704439630386,-0.003070981078451075,1.035414218902588
0.002035013580781145,0.000955117970445704,0.0006153867806695246,0.0013510431484950256,-0.0013045531034453807,-21.49921462589553,0.003386056729276171,-0.0022596710738910846,-21.4998300126762,60.09980763719115,-42.26800889215349,-0.0028622867264843275,1.8696486949920654
0.0003317323392861282,0.0010695626016939662,0.00023764178904883693,0.0031513961712204617,-0.001271257740402402,-21.500045330071433,0.00348312851050659,-0.002340820342096368,-21.499807688282385,9.523976456380609,-45.69178516007334,-0.001105320533533675,2.7041213512420654
0.0003237347543776927,0.0003146480114484297,0.00032883095165203713,0.003906424496678289,-0.002129763916521129,-21.500134769908385,0.0035826897423005964,-0.002444411927969559,-21.499805938956733,9.036081203331019,-12.872135332353366,-0.001529460091805803,3.549119710922241
0.00029826620504203516,0.0005610691465803772,0.0006078235402746657,0.00398133903886528,-0.0031030587653350884,-21.499209766021327,0.003683072833823245,-0.0025419896187547112,-21.4998175895616,8.098297766553191,-22.072047125638456,-0.0028271102196223783,4.3815648555755615
0.000205133210434636,0.0003874873478110809,0.0005007454084555718,0.003972131174011639,-0.002991062979325076,-21.499322155458522,0.0037669979635770027,-0.002603575631513995,-21.499822900866977,5.445535474615681,-14.882891939872497,-0.002329067596344616,5.210619926452637
0.0034576677203560988,0.002266599188753102,4.005903667092525e-05,0.007318575129217636,-0.004950186486414654,-21.49977454786536,0.003860907408861537,-0.002683587297661552,-21.49981460690203,89.55583116083218,-84.4615411143208,-0.0001863227074435572,6.048491954803467
0.004447732841522749,0.0031205237695445002,0.0014551302720491321,0.008393619617568978,-0.005894879539661297,-21.501259031099565,0.003945886776046229,-0.0027743557701167968,-21.499803900827516,112.71820743876917,-112.47741919606548,-0.00676810950816684,6.883784055709839
0.004177873825320791,0.0033030178702473417,0.0009619798347948461,0.008206807876950781,-0.006156915463219008,-21.500768443538767,0.00402893405162999,-0.0028538975929716663,-21.499806463703973,103.69675382575558,-115.73708455347978,-0.004474365089838659,7.719170331954956
0.0024817725968791027,0.003832367039620768,7.960225758552042e-07,0.006594922822322288,-0.006759935691834782,-21.49981630665127,0.004113150225443185,-0.002927568652214014,-21.499815510628693,60.33751409144546,-130.90613730689077,-3.702462355835941e-06,8.57375717163086
0.0027827239701148513,0.004009142838230381,3.025187270466745e-05,0.006983130896177075,-0.007015934302668954,-21.499784435865998,0.004200406926062224,-0.003006791464438573,-21.499814687738702,66.24891395281041,-133.33624515190536,-0.0001407075974562703,9.394843101501465
0.0028975903968379083,0.0031329320893372778,0.0008070655200498322,0.0071661397207536115,-0.006203552209957049,-21.500614177927027,0.004268549323915703,-0.0030706201206197716,-21.499807112406977,67.8823220011392,-102.02929591645251,-0.0037538267940278205,10.217774152755737
0.0029097536380132656,0.0028633495548276533,0.0008460990446046424,0.007247595322988053,-0.006002740420091591,-21.500650180696258,0.004337841684974787,-0.003139390865263938,-21.499804081651654,67.07837328623435,-91.20716972548504,-0.003935380254589015,11.048656702041626
0.0029385087534334305,0.0032273375606902844,0.0007850554452950576,0.0073512902950142785,-0.006442624413948047,-21.50059277719119,0.004412781541580848,-0.0032152868532577625,-21.499807721745896,66.59085036828563,-100.37479416246522,-0.0036514533313756863,11.884144067764282
0.0013162735102014364,0.002703294122312503,0.0005130554075805094,0.00580169199845336,-0.005985721746944537,-21.500324576645657,0.004485418488251924,-0.0032824276246320337,-21.499811521238076,29.345612090577085,-82.35654922065639,-0.0023863251409143743,12.713144063949585
0.0009301198542956213,0.002261657241958242,7.108724173221503e-05,0.005488989307091968,-0.005610055034752309,-21.499881293804222,0.0045588694527963465,-0.003348397792794067,-21.49981020656249,20.402423537815913,-67.54446102029605,-0.00033064125240750604,13.542319297790527
0.002160358933113356,0.0029710466064391044,0.0008544780057668788,0.006789917822240881,-0.006390841423230447,-21.500660154636943,0.004629558889127525,-0.0034197948167913423,-21.499805676631176,46.66446598588341,-86.87792003927063,-0.003974352227265189,14.385719299316406
0.0027693267644451017,0.003284906328370839,0.0012093699998878549,0.007464948870587282,-0.006772893769688797,-21.50101389881744,0.00469562210614218,-0.0034879874413179584,-21.499804528817553,58.976780964180264,-94.17769942226673,-0.0056250278846342976,15.204719543457031
0.002340856128263827,0.00291551153555477,0.0005906313126615714,0.007102793981505302,-0.006467614082443577,-21.50039823468353,0.004761937853241475,-0.003552102546888807,-21.49980760337087,49.15763708823698,-82.07847315974563,-0.00274714696781272,16.039836645126343
0.0024148901340694424,0.0037363265119339712,0.0005750934756996173,0.007248975253330742,-0.0073575633816612244,-21.50038457554832,0.0048340851192613,-0.0036212368697272532,-21.49980948207262,49.95547398301633,-103.17818597200427,-0.0026748770782324964,16.867214918136597
0.002294758821481482,0.0027902494230523157,0.0004285288833543177,0.007185843742348796,-0.006467907344796162,-21.500235712083786,0.004891084920867314,-0.0036776579217438466,-21.49980718320043,46.91717397281588,-75.87028164188948,-0.0019931754722394097,17.691218852996826
